Torneo,Fecha,Categoria,Pregunta_ES,Opcion1_ES,Opcion2_ES,Opcion3_ES,Pregunta_PT,Opcion1_PT,Opcion2_PT,Opcion3_PT,Pregunta_EN,Opcion1_EN,Opcion2_EN,Opcion3_EN,Respuesta_Correcta,Es_Ordenamiento
Mundial_2,4,ciudades,¿En qué ciudad resucitó Jesús a Lázaro tras llevar cuatro días de muerto en el sepulcro?,Betania,Belén,Jerusalén,Em qual cidade Jesus ressuscitou Lázaro após quatro dias no sepulcro?,Betânia,Belém,Jerusalém,In which village did Jesus raise Lazarus from the dead after he had been in the tomb four days?,Bethany,Bethlehem,Jerusalem,1,FALSE
Mundial_2,4,personajes,¿Quién era la profetisa de edad avanzada que daba gracias a Dios en el Templo al ver al niño Jesús?,Ana,Elisabeth,Sefora,Quem era a profetisa idosa que dava graças a Deus no Templo ao ver o menino Jesus?,Ana,Izabel,Zípora,Who was the elderly prophetess who gave thanks to God in the Temple upon seeing the child Jesus?,Anna,Elizabeth,Zipporah,1,FALSE
Mundial_2,4,elementos,¿Qué piedra preciosa ocupaba el primer lugar en la primera hilera del pectoral del sumo sacerdote?,Sardio (Cornalina),Zafiro,Topacio,Qual pedra preciosa ocupava o primeiro lugar na primeira fileira do peitoral do sumo sacerdote?,Sárdio (Cornalina),Safira,Topázio,Which gemstone occupied the first position in the first row of the high priest's breastpiece?,Sardius (Carnelian),Sapphire,Topaz,1,FALSE
Mundial_2,4,eventos,¿Qué ocurrió inmediatamente con el velo del Templo en el momento en que Jesús expiró en la cruz?,"Se rasgó en dos, de arriba abajo",Se quemó por completo,Se volvió blanco brillante,O que aconteceu imediatamente com o véu do Templo no momento em que Jesus expirou na cruz?,"Rasgou-se em dois, de alto a baixo",Queimou completamente,Tornou-se totalmente branco,What happened immediately to the Temple curtain at the moment Jesus died on the cross?,It was torn in two from top to bottom,It caught fire completely,It turned bright white,1,FALSE
Mundial_2,4,versiculos,"¿En qué evangelio se encuentra la cita 'Yo soy el camino, y la verdad, y la vida; nadie viene al Padre, sino por mí'?",Juan,Mateo,Lucas,"Em qual evangelho se encontra a citação 'Eu sou o caminho, e a verdade e a vida; ninguém vem ao Pai, senão por mim'?",João,Mateus,Lucas,In which gospel is the verse found 'I am the way and the truth and the life. No one comes to the Father except through me'?,John,Matthew,Luke,1,FALSE
Mundial_2,5,ciudades,¿En qué ciudadela del imperio persa ejercía Nehemías como copero del rey Artajerjes cuando recibió noticias de las ruinas de Jerusalén?,Susa,Babilonia,Persépolis,Em qual cidadela do império persa Neemias exercia a função de copeiro do rei Artaxerxes quando recebeu notícias das ruínas de Jerusalém?,Susã,Babilônia,Persépolis,In which citadel of the Persian Empire was Nehemiah serving as cupbearer to King Artaxerxes when he heard about Jerusalem's ruined walls?,Susa,Babylon,Persepolis,1,FALSE
Mundial_2,5,personajes,¿Qué profeta de Silo rompió su capa nueva en doce pedazos para simbolizar la división del reino de Salomón y la entrega de diez tribus a Jeroboam?,Ahías,Semaías,Iddo,Qual profeta de Siló rasgou sua capa nova em doze pedaços para simbolizar a divisão do reino de Salomão e a entrega de dez tribos a Jeroboão?,Aias,Semaías,Ido,Which prophet from Shiloh tore his new cloak into twelve pieces to symbolize the division of Solomon's kingdom and the giving of ten tribes to Jeroboam?,Ahijah,Shemaiah,Iddo,1,FALSE
Mundial_2,5,elementos,¿Qué instrumento agrícola utilizó Sangar para matar a seiscientos hombres de los filisteos y librar a Israel?,Una aguijada de bueyes,Una quijada de asno,Una hoz de hierro,Qual instrumento agrícola Sangar usou para matar seiscentos homens dos filisteus e libertar Israel?,Uma aguilhada de bois,Uma queixada de jumento,Uma foice de ferro,What agricultural tool did Shamgar use to strike down six hundred Philistines and deliver Israel?,An oxgoad,A donkey's jawbone,An iron sickle,1,FALSE
Mundial_2,5,eventos,¿Cerca de qué ciudad se detuvieron y amontonaron las aguas del Jordán cuando los sacerdotes que llevaban el Arca pisaron el río?,Adán,Sitim,Gilgal,Perto de qual cidade as águas do Jordão pararam e se amontoaram quando os sacerdotes que levavam a Arca pisaram no rio?,Adão,Sitim,Gilgal,Near which city did the waters of the Jordan stop and heap up when the priests carrying the Ark stepped into the river?,Adam,Shittim,Gilgal,1,FALSE
Mundial_2,5,versiculos,¿En qué epístola utiliza Pablo la alegoría de Agar y Sara para representar la diferencia entre la ley y la promesa?,Gálatas,Romanos,Efesios,Em qual epístola Paulo usa a alegoria de Hagar e Sara para representar a diferença entre a lei e a promessa?,Gálatas,Romanos,Efésios,In which epistle does Paul use the allegory of Hagar and Sarah to contrast the law and the promise?,Galatians,Romans,Ephesians,1,FALSE
Mundial_2,5,ciudades,¿En qué ciudad de Galacia fue apedreado Pablo por una multitud instigada y dado por muerto?,Listra,Iconio,Derbe,Em qual cidade da Galácia Paulo foi apedrejado por uma multidão instigada e deixado como morto?,Listra,Icônio,Derbe,In which Galatian city was Paul stoned by an instigated crowd and left for dead?,Lystra,Iconium,Derbe,1,FALSE
Mundial_2,5,personajes,¿Qué rey de Judá destruyó la serpiente de bronce que Moisés había hecho porque los israelitas le quemaban incienso?,Ezequías,Josías,Asa,Qual rei de Judá destruiu a serpente de bronze que Moisés havia feito porque os israelitas lhe queimavam incenso?,Ezequias,Josias,Asa,Which king of Judah broke in pieces the bronze serpent that Moses had made because the Israelites were burning incense to it?,Hezekiah,Josiah,Asa,1,FALSE
Mundial_2,5,elementos,¿Qué objetos valiosos tomó Acán de las ruinas de Jericó y escondió en la tierra debajo de su tienda?,"Un manto babilónico, plata y un lingote de oro",Un trono de marfil y copas de oro,Una túnica de lino y escudos de bronce,Quais objetos valiosos Acã tomou das ruínas de Jericó e escondeu na terra debaixo de sua tenda?,"Uma capa babilônica, prata e uma barra de ouro",Um trono de marfim e taças de ouro,Uma túnica de linho e escudos de bronze,What valuable items did Achan take from Jericho's ruins and hide under his tent floor?,"A Babylonian robe, silver, and a bar of gold",An ivory throne and gold cups,A linen tunic and bronze shields,1,FALSE
Mundial_2,5,eventos,"¿En qué manifestación se reveló el Señor a Elías en el monte Horeb tras un gran viento, un terremoto y un fuego?",Un silbo apacible y delicado,Una columna de nube,Un trueno estruendoso,"Em qual manifestação o Senhor se revelou a Elias no monte Horebe após um grande vento, um terremoto e um fogo?",Uma voz mansa e delicada,Uma coluna de nuvem,Um trovão estrondoso,"In what form did the Lord reveal Himself to Elijah on Mount Horeb after the wind, earthquake, and fire?",A gentle whisper (still small voice),A pillar of cloud,A loud thunder clap,1,FALSE
Mundial_2,5,versiculos,"¿Qué libro profético del Antiguo Testamento comienza con ocho visiones nocturnas, incluyendo los jinetes de caballos de colores entre los mirtos?",Zacarías,Hageo,Malaquías,"Qual livro profético do Antigo Testamento começa com oito visões noturnas, incluindo os cavaleiros em cavalos coloridos entre as murtas?",Zacarias,Ageu,Malaquias,"Which Old Testament prophetic book opens with eight night visions, including riders on colored horses among the myrtle trees?",Zechariah,Haggai,Malachi,1,FALSE
Mundial_2,5,ciudades,¿En qué región o ciudad sanó Jesús a un hombre sordo y tartamudo apartándolo de la multitud y diciendo 'Efata'?,Decápolis,Sidón,Magdala,"Em qual região ou cidade Jesus curou um homem surdo e gago, tirando-o da multidão e dizendo 'Efatá'?",Decápolis,Sidom,Magdala,In which region did Jesus heal a deaf man with a speech impediment by taking him aside and saying 'Ephphatha'?,Decapolis,Sidon,Magdala,1,FALSE
Mundial_2,5,personajes,¿Qué rey de Israel fue asesinado por su oficial Zimri mientras estaba ebrio en la casa de su mayordomo en Tirsa?,Ela,Baasa,Nadab,Qual rei de Israel foi assassinado por seu oficial Zinri enquanto estava bêbado na casa de seu mordomo em Tirsa?,Elá,Baasa,Nadabe,Which king of Israel was assassinated by his officer Zimri while drinking himself drunk in Tirzah?,Elah,Baasha,Nadab,1,FALSE
Mundial_2,5,elementos,¿Qué exigió el rey Saúl a David como dote para entregarle a su hija Mical como esposa?,Cien prepucios de filisteos,Cien talentos de plata,Cincuenta cántaros de aceite,O que o rei Saul exigiu de Davi como dote para lhe dar sua filha Mical como esposa?,Cem prepúcios de filisteus,Cem talentos de prata,Cinquenta jarras de azeite,What did King Saul require from David as a bride price to marry his daughter Michal?,One hundred Philistine foreskins,One hundred talents of silver,Fifty jars of oil,1,FALSE
Mundial_2,5,eventos,¿Qué juicio divino escogió David como castigo tras realizar el censo del pueblo de Israel?,Tres días de peste,Tres años de hambre,Tres meses de persecución enemiga,Qual julgamento divino Davi escolheu como punição após realizar o censo do povo de Israel?,Três dias de peste,Três anos de fome,Três meses de perseguição inimiga,Which divine judgment did David choose as punishment after taking a census of Israel?,Three days of plague,Three years of famine,Three months of fleeing from enemies,1,FALSE
Mundial_2,5,versiculos,"¿En qué libro profético se encuentra la pregunta: '¿Mudará el etíope su piel, o el leopardo sus manchas?'?",Jeremías,Isaías,Ezequiel,Em qual livro profético se encontra a pergunta: 'Pode o etíope mudar a sua pele ou o leopardo as suas manchas?'?,Jeremias,Isaías,Ezequiel,In which prophetic book is the question asked: 'Can an Ethiopian change his skin or a leopard its spots?'?,Jeremiah,Isaiah,Ezekiel,1,FALSE
Mundial_2,5,ciudades,¿En qué ciudad puerto tuvo Pablo la visión de un hombre macedonio que le rogaba 'Pasa a Macedonia y ayúdanos'?,Troas,Mileto,Éfeso,Em qual cidade portuária Paulo teve a visão de um homem macedônio que lhe rogava 'Passa à Macedônia e ajuda-nos'?,Trôade,Mileto,Éfeso,In which port city did Paul have the vision of a man of Macedonia begging 'Come over to Macedonia and help us'?,Troas,Miletus,Ephesus,1,FALSE
Mundial_2,5,personajes,¿Qué juez de Israel hizo un voto impulsivo antes de la batalla contra los amonitas que afectó trágicamente a su única hija?,Jefté,Gedeón,Sansón,Qual juiz de Israel fez um voto impulsivo antes da batalha contra os amonitas que afetou tragicamente sua única filha?,Jefté,Gideão,Sansão,Which judge of Israel made a rash vow before defeating the Ammonites that tragically affected his only daughter?,Jephthah,Gideon,Samson,1,FALSE
Mundial_2,5,elementos,"Según el Evangelio de Marcos, ¿con qué elemento ungían los doce discípulos a muchos enfermos cuando Jesús los envió de dos en dos?",Aceite,Agua del Jordán,Vino con mirra,"Segundo o Evangelho de Marcos, com qual elemento os doze discípulos ungiam muitos enfermos quando Jesus os enviou de dois em dois?",Azeite,Água do Jordão,Vinho com mirra,"According to Mark's Gospel, with what did the twelve disciples anoint many sick people to heal them when sent out two by two?",Oil,Jordan water,Wine with myrrh,1,FALSE
Mundial_2,5,eventos,¿En qué monte se quitó la vida el rey Saúl tras ser gravemente herido en combate contra los filisteos?,Monte Gilboa,Monte Carmelo,Monte Tabor,Em qual monte o rei Saul tirou a própria vida após ser gravemente ferido em combate contra os filisteus?,Monte Gilboa,Monte Carmelo,Monte Tabor,On which mountain did King Saul fall on his own sword after being critically wounded by Philistine archers?,Mount Gilboa,Mount Carmel,Mount Tabor,1,FALSE
Mundial_2,5,versiculos,"¿En qué carta paulina se encuentra el célebre pasaje de la humillación de Cristo: 'El cual, siendo en forma de Dios...'?",Filipenses,Colosenses,Efesios,"Em qual carta paulina se encontra o célebre trecho da humilhação de Cristo: 'O qual, sendo em forma de Deus...'?",Filipenses,Colossenses,Efésios,"In which Pauline letter is the famous Christological hymn on Christ's self-emptying found: 'Who, being in very nature God...'?",Philippians,Colossians,Ephesians,1,FALSE
Mundial_2,6,ciudades,¿En qué ciudad del territorio de Manasés murió Gedeón y fue sepultado en el sepulcro de su padre Joás?,Ofra,Siquem,Peniel,Em qual cidade do território de Manassés Gideão morreu e foi sepultado no túmulo de seu pai Joás?,Ofra,Siquém,Peniel,In which city in the territory of Manasseh did Gideon die and get buried in the tomb of his father Joash?,Ophrah,Shechem,Peniel,1,FALSE
Mundial_2,6,personajes,"¿Qué profetisa intentó intimidar a Nehemías, siendo sobornada por Tobías y Sanbalat para que se escondiera en el templo?",Noadías,Hulda,Miriam,"Qual profetisa tentou intimidar Neemias, sendo subornada por Tobias e Sambalate para que ele se escondesse no templo?",Noadias,Hulda,Miriã,"Which prophetess tried to intimidate Nehemiah, being hired by Tobiah and Sanballat to make him hide in the temple?",Noadiah,Huldah,Miriam,1,FALSE
Mundial_2,6,elementos,¿Qué objeto utilizó el profeta Eliseo para purificar el manantial de aguas amargas en la ciudad de Jericó?,Una vasija nueva con sal,Una rama de almendro,Un puñado de harina,Qual objeto o profeta Eliseu usou para purificar a fonte de águas amargas na cidade de Jericó?,Uma jarra nova com sal,Um ramo de amendoeira,Um punhado de farinha,What object did the prophet Elisha use to purify the spring of bitter water in the city of Jericho?,A new bowl with salt,An almond branch,A handful of flour,1,FALSE
Mundial_2,6,eventos,¿En qué monte murió el sumo sacerdote Aarón tras traspasar sus vestiduras sacerdotales a su hijo Eleazar?,Monte Hor,Monte Nebo,Monte Sinaí,Em qual monte o sumo sacerdote Arão morreu após transferir suas vestes sacerdotais para seu filho Eleazar?,Monte Hor,Monte Nebo,Monte Sinai,On which mountain did the high priest Aaron die after transferring his priestly garments to his son Eleazar?,Mount Hor,Mount Nebo,Mount Sinai,1,FALSE
Mundial_2,6,versiculos,¿En qué libro del Antiguo Testamento se encuentra la declaración original de que 'el justo por su fe vivirá'?,Habacuc,Sofonías,Malaquías,Em qual livro do Antigo Testamento se encontra a declaração original de que 'o justo viverá pela sua fé'?,Habacuque,Sofonias,Malaquias,In which Old Testament book is the original statement found that 'the righteous shall live by his faith'?,Habakkuk,Zephaniah,Malachi,1,FALSE
Mundial_2,6,ciudades,"¿Qué ciudad, originalmente llamada Lais, fue conquistada por una tribu de Israel y renombrada con el nombre de su patriarca?",Dan,Betel,Hebrón,"Qual cidade, originalmente chamada Laís, foi conquistada por uma tribo de Israel e renomeada com o nome de seu patriarca?",Dã,Betel,Hebrom,"Which city, originally called Laish, was conquered by a tribe of Israel and renamed after their patriarch?",Dan,Bethel,Hebron,1,FALSE
Mundial_2,6,personajes,¿Quién era el rey de Moab que oprimió a Israel durante dieciocho años y fue asesinado por el juez zurdo Aod?,Eglón,Balac,Mesas,Quem era o rei dos moabitas que oprimiu Israel durante dezoito anos e foi assassinado pelo juiz canhoto Eúde?,Eglom,Balaque,Messa,Who was the king of Moab who oppressed Israel for eighteen years and was assassinated by the left-handed judge Ehud?,Eglon,Balak,Mesha,1,FALSE
Mundial_2,6,elementos,"¿Con qué instrumentos musicales profetizaban los hijos de Asaf, Hemán y Jedutún en el servicio del templo?","Címbalos, salterios y arpas",Trompetas de cuerno de carnero,Panderos y flautas,"Com quais instrumentos musicais profetizavam os filhos de Asafe, Hemã e Jedutum no serviço do templo?","Címbalos, alaúdes e harpas",Trombetas de chifre de carneiro,Tamborins e flautas,"With what musical instruments did the sons of Asaph, Heman, and Jeduthun prophesy in the temple service?","Cymbals, lyres, and harps",Ram's horn trumpets,Tambourines and flutes,1,FALSE
Mundial_2,6,eventos,"¿Qué desastre natural ocurrió durante los días de Uzías, rey de Judá, que fue recordado años después por el profeta Zacarías?",Un terremoto,Un eclipse solar profundo,Una plaga de langostas,"Qual desastre natural ocorreu nos dias de Uzias, rei de Judá, que foi lembrado anos depois pelo profeta Zacarias?",Um terremoto,Um eclipse solar profundo,Uma praga de gafanhotos,"What natural disaster occurred during the days of Uzziah king of Judah, which was recalled years later by the prophet Zechariah?",An earthquake,A deep solar eclipse,A plague of locusts,1,FALSE
Mundial_2,6,versiculos,¿En qué libro profético se describe con detalle la visión de un valle lleno de huesos secos que cobran vida por el aliento divino?,Ezequiel,Isaías,Daniel,Em qual livro profético é descrita detalhadamente a visão de um vale cheio de ossos secos que ganham vida pelo sopro divino?,Ezequiel,Isaías,Daniel,In which prophetic book is the vision of a valley full of dry bones coming to life by divine breath described in detail?,Ezekiel,Isaiah,Daniel,1,FALSE
Mundial_2,6,ciudades,¿En qué ciudad al este del río Jordán se refugió el rey David cuando huía de la rebelión armada de su hijo Absalón?,Mahanaim,Hebrón,Ziclag,Em qual cidade a leste do rio Jordão o rei Davi se refugiou quando fugia da rebelião armada de seu filho Absalão?,Maanaim,Hebrom,Ziclague,In which city east of the Jordan River did King David take refuge when fleeing from the armed rebellion of his son Absalom?,Mahanaim,Hebron,Ziklag,1,FALSE
Mundial_2,6,personajes,¿Qué eunuco etíope del palacio del rey Sedequías intercedió y rescató al profeta Jeremías de una cisterna de lodo?,Ebed-melec,Baruc,Gedalías,Qual eunuco etíope do palácio do rei Zedequias intercedeu e resgatou o profeta Jeremias de uma cisterna de lama?,Ebede-Meleque,Baruque,Gedalias,Which Ethiopian eunuch from King Zedekiah's palace interceded and rescued the prophet Jeremiah from a muddy cistern?,Ebed-melech,Baruch,Gedaliah,1,FALSE
Mundial_2,6,elementos,¿Qué objeto de trabajo pesado cayó al agua y flotó milagrosamente tras la intervención del profeta Eliseo?,Un hacha de hierro,Un yugo de bronce,Una piedra de molino,Qual objeto de trabalho pesado caiu na água e flutuou milagrosamente após a intervenção do profeta Eliseu?,Um machado de ferro,Um jugo de bronze,Uma pedra de moinho,What heavy work tool fell into the water and miraculously floated after the intervention of the prophet Elisha?,An iron axhead,A bronze yoke,A millstone,1,FALSE
Mundial_2,6,eventos,"¿Qué rey de Judá envió mensajeros a todo Israel, desde Beerseba hasta Dan, invitándolos a celebrar una gran Pascua en Jerusalén?",Ezequías,Josías,Salomón,"Qual rei de Judá enviou mensageiros a todo o Israel, de Berseba até Dã, convidando-os a celebrar uma grande Páscoa em Jerusalém?",Ezequias,Josias,Salomão,"Which king of Judah sent messengers throughout Israel, from Beersheba to Dan, inviting them to celebrate a great Passover in Jerusalem?",Hezekiah,Josiah,Solomon,1,FALSE
Mundial_2,6,versiculos,¿En qué epístola se advierte sobre los falsos maestros comparándolos con 'fuentes sin agua' y 'nubes empujadas por la tormenta'?,2 Pedro,1 Juan,Santiago,"Em qual epístola há um aviso sobre os falsos mestres, comparando-os a 'fontes sem água' e 'névoas levadas por uma tempestade'?",2 Pedro,1 João,Tiago,"In which epistle is there a warning about false teachers, comparing them to 'springs without water' and 'mists driven by a storm'?",2 Peter,1 John,James,1,FALSE
Mundial_2,6,ciudades,¿En qué puerto abordó el profeta Jonás una nave para huir hacia Tarsis lejos de la presencia de Dios?,Jope,Tiro,Sidón,"Em qual porto o profeta Jonas embarcou em um navio para fugir para Társis, longe da presença de Deus?",Jope,Tiro,Sidom,At which seaport did the prophet Jonah board a ship to flee to Tarshish away from the presence of the Lord?,Joppa,Tyre,Sidon,1,FALSE
Mundial_2,6,personajes,"¿Cómo se llamaba el valiente sumo sacerdote que, junto con otros ochenta sacerdotes, se opuso al rey Uzías en el templo?",Azarías,Joiada,Hilcías,"Como se chamava o valente sumo sacerdote que, junto com outros oitenta sacerdotes, se opôs ao rei Uzias no templo?",Azarias,Joiada,Hilquias,"What was the name of the courageous high priest who, along with eighty other priests, confronted King Uzziah in the temple?",Azariah,Jehoiada,Hilkiah,1,FALSE
Mundial_2,6,elementos,¿Qué piedra preciosa constituía el duodécimo y último fundamento del muro de la Nueva Jerusalén descrita en Apocalipsis?,Amatista,Jaspe,Zafiro,Qual pedra preciosa constituía o décimo segundo e último fundamento do muro da Nova Jerusalém descrita em Apocalipse?,Ametista,Jaspe,Safira,Which precious stone formed the twelfth and final foundation of the wall of the New Jerusalem described in Revelation?,Amethyst,Jasper,Sapphire,1,FALSE
Mundial_2,6,eventos,¿Qué fenómeno sobrenatural interrumpió el banquete del rey Belsasar y anunció la inminente caída de Babilonia?,Los dedos de una mano escribiendo en la pared,Un terremoto que resquebrajó el palacio,Una voz como de trompeta desde el cielo,Qual fenômeno sobrenatural interrompeu o banquete do rei Belsazar e anunciou a queda iminente da Babilônia?,Os dedos de uma mão escrevendo na parede,Um terremoto que rachou o palácio,Uma voz como de trombeta vinda do céu,What supernatural phenomenon interrupted King Belshazzar's feast and announced the imminent fall of Babylon?,Fingers of a human hand writing on the wall,An earthquake that cracked the palace,A voice like a trumpet from heaven,1,FALSE
Mundial_2,6,versiculos,¿En qué libro del Nuevo Testamento se encuentra la afirmación: 'Toda buena dádiva y todo don perfecto desciende de lo alto'?,Santiago,Hebreos,Efesios,Em qual livro do Novo Testamento se encontra a afirmação: 'Toda boa dádiva e todo dom perfeito vêm do alto'?,Tiago,Hebreus,Efésios,In which New Testament book is the statement found: 'Every good and perfect gift is from above'?,James,Hebrews,Ephesians,1,FALSE
Mundial_3,1,ciudades,¿En qué ciudad de Cilicia nació el apóstol Pablo?,Tarso,Antioquía,Listra,Em qual cidade da Cilícia nasceu o apóstolo Paulo?,Tarso,Antioquia,Listra,In which city of Cilicia was the apostle Paul born?,Tarsus,Antioch,Lystra,1,FALSE
Mundial_3,1,personajes,"¿Quién era el padre de Bezaleel, el artesano principal del Tabernáculo?",Uri,Hur,Caleb,"Quem era o pai de Bezalel, o principal artesão do Tabernáculo?",Uri,Hur,Calebe,"Who was the father of Bezalel, the chief craftsman of the Tabernacle?",Uri,Hur,Caleb,1,FALSE
Mundial_3,1,elementos,¿De qué madera estaban hechas las varas para transportar el Arca de la Alianza?,Madera de acacia,Madera de cedro,Madera de olivo,De qual madeira eram feitas as varas para transportar a Arca da Aliança?,Madeira de acácia,Madeira de cedro,Madeira de oliveira,Of what wood were the poles to carry the Ark of the Covenant made?,Acacia wood,Cedar wood,Olive wood,1,FALSE
Mundial_3,1,eventos,¿En qué valle el sol se detuvo por orden de Josué durante la batalla contra los amorreos?,Valle de Ajalón,Valle de Elah,Valle de Jezreel,Em qual vale o sol parou por ordem de Josué durante a batalha contra os amorreus?,Vale de Aijalom,Vale de Elá,Vale de Jezreel,In which valley did the sun stand still at Joshua's command during the battle against the Amorites?,Valley of Aijalon,Valley of Elah,Valley of Jezreel,1,FALSE
Mundial_3,1,versiculos,¿En qué libro del Antiguo Testamento se encuentra el versículo 'El corazón alegre hermosea el rostro'?,Proverbios,Eclesiastés,Cantares,Em qual livro do Antigo Testamento se encontra o versículo 'O coração alegre afora o rosto'?,Provérbios,Eclesiastes,Cânticos,In which Old Testament book is the verse found 'A glad heart makes a cheerful face'?,Proverbs,Ecclesiastes,Song of Solomon,1,FALSE
Mundial_3,1,ciudades,¿En qué ciudad fue lapidado el apóstol Pablo y dado por muerto durante su primer viaje misionero?,Listra,Iconio,Derbe,Em qual cidade o apóstolo Paulo foi apedrejado e dado como morto em sua primeira viagem missionária?,Listra,Icônio,Derbe,In which city was the apostle Paul stoned and left for dead during his first missionary journey?,Lystra,Iconium,Derbe,1,FALSE
Mundial_3,1,personajes,¿Qué rey de Judá fue castigado con lepra por intentar quemar incienso en el Templo?,Uzías (Azarías),Acaz,Jotam,Qual rei de Judá foi punido com lepra por tentar queimar incenso no Templo?,Uzias (Azarias),Acaz,Jotão,Which king of Judah was struck with leprosy for attempting to burn incense in the Temple?,Uzziah (Azariah),Ahaz,Jotham,1,FALSE
Mundial_3,1,elementos,¿De qué metal estaba hecha la serpiente que Moisés levantó en el desierto?,Bronce,Cobre,Hierro,De qual metal era feita a serpente que Moisés levantou no deserto?,Bronze,Cobre,Ferro,Of what metal was the serpent that Moses lifted up in the wilderness made?,Bronze,Copper,Iron,1,FALSE
Mundial_3,1,eventos,¿Qué evento milagroso ocurrió cuando Pablo y Silas cantaban himnos en la cárcel de Filipos?,Un gran terremoto abrió las puertas,Descendió un ángel y los invisibilizó,Se apagaron las antorchas de los guardias,Qual evento milagroso ocorreu quando Paulo e Silas cantavam hinos na prisão de Filipos?,Um grande terremoto abriu as portas,Um anjo desceu e os tornou invisíveis,As tochas dos guardas se apagaram,What miraculous event occurred while Paul and Silas were singing hymns in the Philippian jail?,A great earthquake opened the doors,An angel descended and made them invisible,The guards' torches went out,1,FALSE
Mundial_3,1,versiculos,"¿En qué epístola se halla el pasaje 'Porque la palabra de Dios es viva y eficaz, y más cortante que toda espada de dos filos'?",Hebreos,Efesios,2 Timoteo,"Em qual epístola se encontra a passagem 'Porque a palavra de Deus é viva e eficaz, e mais penetrante do que espada alguma de dois gumes'?",Hebreus,Efésios,2 Timóteo,"In which epistle is the passage found 'For the word of God is alive and active, sharper than any double-edged sword'?",Hebrews,Ephesians,2 Timothy,1,FALSE
Mundial_3,1,ciudades,¿Qué pequeña ciudad fue librada de la destrucción a petición de Lot para huir allí?,Zoar,Adma,Zeboim,Qual pequena cidade foi poupada da destruição a pedido de Ló para que ele fugisse para lá?,Zoar,Admá,Zeboim,Which small town was spared from destruction at Lot's request so he could flee there?,Zoar,Admah,Zeboiim,1,FALSE
Mundial_3,1,personajes,¿Qué comandante del ejército de Israel mató al rebelde Absalón clavándole tres dardos?,Joab,Benaía,Abisai,Qual comandante do exército de Israel matou o rebelde Absalão cravando-lhe três dardos?,Joabe,Benaia,Abisai,Which commander of Israel's army killed the rebel Absalom by thrusting three javelins into him?,Joab,Benaiah,Abishai,1,FALSE
Mundial_3,1,elementos,¿Qué objeto sagrado llevó el ejército de Israel a la batalla contra los filisteos en Eben-ezer y fue capturado?,El Arca de la Alianza,El Efod de oro,El altar de incienso,Qual objeto sagrado o exército de Israel levou para a batalha em Ebenézer e foi capturado?,A Arca da Aliança,O Éfode de ouro,O altar de incenso,"Which sacred object did the army of Israel bring into battle at Ebenezer, only for it to be captured?",The Ark of the Covenant,The golden Ephod,The altar of incense,1,FALSE
Mundial_3,1,eventos,¿En qué monte descendió fuego del cielo para consumir el holocausto del profeta Elías?,Monte Carmelo,Monte Horeb,Monte Hermón,Em qual monte desceu fogo do céu para consumir o holocausto do profeta Elias?,Monte Carmelo,Monte Horebe,Monte Hermom,On which mountain did fire fall from heaven to consume Elijah's burnt offering?,Mount Carmel,Mount Horeb,Mount Hermon,1,FALSE
Mundial_3,1,versiculos,"¿En qué libro de la Biblia se encuentra la profecía 'Saldrá una estrella de Jacob, y se levantará un cetro de Israel'?",Números,Deuteronomio,Génesis,Em qual livro da Bíblia se encontra a profecia 'Uma estrela procederá de Jacó e um cetro se levantará de Israel'?,Números,Deuteronômio,Gênesis,"In which book of the Bible is the prophecy found 'A star shall come out of Jacob, and a scepter shall rise out of Israel'?",Numbers,Deuteronomy,Genesis,1,FALSE
Mundial_3,1,ciudades,¿En qué ciudad de Judá fue ungido David como rey sobre la casa de Judá?,Hebrón,Belén,Jerusalén,Em qual cidade de Judá Davi foi ungido rei sobre a casa de Judá?,Hebrom,Belém,Jerusalém,In which city of Judah was David anointed king over the house of Judah?,Hebron,Bethlehem,Jerusalem,1,FALSE
Mundial_3,1,personajes,¿Qué sumo sacerdote ocultó al joven rey Joás durante seis años de la reina Atalía?,Joiada,Abiatar,Sadoc,Qual sumo sacerdote escondeu o jovem rei Joás por seis anos da rainha Atalia?,Joiada,Abiatar,Zadoque,Which high priest hid young King Joash for six years from Queen Athaliah?,Jehoiada,Abiathar,Zadok,1,FALSE
Mundial_3,1,elementos,¿De qué material eran las dos columnas principales (Jaquín y Boaz) del templo de Salomón?,Bronce,Oro,Plata,De que material eram as duas colunas principais (Jaquim e Boaz) do templo de Salomão?,Bronze,Ouro,Prata,Of what material were the two main pillars (Jachin and Boaz) of Solomon's temple made?,Bronze,Gold,Silver,1,FALSE
Mundial_3,1,eventos,¿En qué fiesta judía descendió el Espíritu Santo en forma de lenguas de fuego sobre los discípulos?,Pentecostés,Pascua,Tabernáculos,Em qual festa judaica o Espírito Santo desceu em forma de línguas de fogo sobre os discípulos?,Pentecostes,Páscoa,Tabernáculos,On which Jewish festival did the Holy Spirit descend as tongues of fire upon the disciples?,Pentecost,Passover,Tabernacles,1,FALSE
